DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Year,Latitude,Longitude
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,15,15155.33333,12352.06667,11883.06667,2011,42.2774915,-71.065494
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,48,24109.20833,15559.54167,14825.89583,2011,42.334447,-71.0740118
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,14,19303.78571,13281.35714,12843.5,2011,42.3489582,-71.1476809
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,25,45414.2,13418.8,11119.32,2011,42.3631542,-71.0688334
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,13,29380.84615,13443.84615,12318,2011,42.3396481,-71.1050255
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,35,53602.74286,12737.77143,11601.31429,2011,42.3362036,-71.1067408
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,12,43313.5,10454.91667,9991.166667,2011,42.3016411,-71.1287817
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,42,13631.88095,9132.47619,8492.47619,2011,42.373977,-71.1334327
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,87,14678.57471,10805.10345,9840.54023,2011,42.3748024,-71.1042804
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,28,12443.03571,10519.71429,9790.214286,2011,42.2774915,-71.065494
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,83,13105.25301,13564.13253,12851.96386,2011,42.334447,-71.0740118
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,51,11105.70588,11482.54902,10676.05882,2011,42.3489582,-71.1476809
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,116,49239.16379,12234.63793,11333.59483,2011,42.3631542,-71.0688334
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,64,15093.45313,11863.73438,11307.15625,2011,42.3396481,-71.1050255
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,51,21634.98039,7675.235294,6751.156863,2011,42.3306338,-71.2464373
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,45,52729.46667,14036.02222,12229.71111,2011,42.3362036,-71.1067408
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,62,17513.90323,11676.29032,10933.90323,2011,42.349512,-71.063308
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,26,19875.03846,8472.807692,7651.730769,2011,42.3016411,-71.1287817
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,41,11404.73171,7253.292683,6349.97561,2011,42.373977,-71.1334327
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,89,13552.92135,8953.393258,8173.292135,2011,42.3748024,-71.1042804
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,62,10923.48387,9458.16129,8264.096774,2011,42.2774915,-71.065494
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,101,9907.891089,11126.71287,10564.83168,2011,42.334447,-71.0740118
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,36,11484.63889,10191.47222,8825.138889,2011,42.3489582,-71.1476809
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,145,28966.95172,9174.8,8371.744828,2011,42.3631542,-71.0688334
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,88,13133.25,9674.715909,8914.056818,2011,42.3396481,-71.1050255
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,52,17999.28846,6225.673077,5448.75,2011,42.3306338,-71.2464373
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,61,26196.52459,9096.098361,8396.688525,2011,42.3362036,-71.1067408
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,46,12575.56522,9790,9068.826087,2011,42.349512,-71.063308
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,34,17206.38235,7179.088235,6516.970588,2011,42.3016411,-71.1287817
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,33,9082.636364,5517.424242,4497.060606,2011,42.373977,-71.1334327
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,60,10913.51667,6862.416667,6059.15,2011,42.3748024,-71.1042804
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,32,7718.71875,7042.4375,6198.4375,2011,42.2774915,-71.065494
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,85,6109.882353,8423.282353,7561.776471,2011,42.334447,-71.0740118
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,27,6323.814815,7313,6730.777778,2011,42.3489582,-71.1476809
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,84,22764.14286,7135.083333,6179.892857,2011,42.3631542,-71.0688334
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,40,10198.2,7586.375,6513.9,2011,42.3396481,-71.1050255
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,29,13227.27586,4910.862069,3737.586207,2011,42.3306338,-71.2464373
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,47,19888.21277,6692.404255,5904.404255,2011,42.3362036,-71.1067408
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,22,8561.5,7343.590909,6730.5,2011,42.349512,-71.063308
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,47,15629.7234,5888.617021,4676.276596,2011,42.3016411,-71.1287817
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,34,19026.11765,11242.38235,10413.79412,2011,42.373977,-71.1334327
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,45,20993.11111,13869.66667,13068.82222,2011,42.3748024,-71.1042804
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,47,16951.61702,16833.34043,16186.44681,2011,42.334447,-71.0740118
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,21,14413.52381,13257.04762,12830.38095,2011,42.3489582,-71.1476809
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,88,49882.71591,14524.96591,13116.26136,2011,42.3631542,-71.0688334
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,119,25415.36134,15340.42017,14144.57143,2011,42.3396481,-71.1050255
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,33,29123.42424,9119.666667,8373.727273,2011,42.3306338,-71.2464373
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,54,54404.83333,15398.24074,13340.7037,2011,42.3362036,-71.1067408
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,38,23730.02632,14360.76316,13710.44737,2011,42.349512,-71.063308
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,21,30162,10839.61905,10131.85714,2011,42.3016411,-71.1287817
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,121,13164.96694,7707.322314,6837.239669,2011,42.373977,-71.1334327
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,88,13955.96591,9424.715909,8470.784091,2011,42.3748024,-71.1042804
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,37,12013.81081,9682.108108,8837.567568,2011,42.2774915,-71.065494
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,100,12238.03,11701.3,10696.49,2011,42.334447,-71.0740118
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,47,9736.255319,10196.48936,8619.148936,2011,42.3489582,-71.1476809
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,281,31168.48754,9846.829181,8702.427046,2011,42.3631542,-71.0688334
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,201,14439.64677,10399.07463,9255.472637,2011,42.3396481,-71.1050255
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,117,18876.5812,6565.752137,5691.324786,2011,42.3306338,-71.2464373
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,185,29925.77838,9750.313514,8581.016216,2011,42.3362036,-71.1067408
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,95,14007.4,10396.67368,9634.736842,2011,42.349512,-71.063308
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,114,19732.34211,7605.798246,6788.078947,2011,42.3016411,-71.1287817
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,53,7519.207547,5404.735849,4364.811321,2011,42.373977,-71.1334327
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,37,9760.540541,6643.027027,5700.648649,2011,42.3748024,-71.1042804
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,28,7795.107143,7963.678571,7073.285714,2011,42.334447,-71.0740118
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,21,5884.571429,6893.571429,5930.904762,2011,42.3489582,-71.1476809
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,74,22319.93243,6976.513514,5765.216216,2011,42.3631542,-71.0688334
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,47,9167.702128,7305.510638,6010.531915,2011,42.3396481,-71.1050255
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,60,12567.53333,4633.5,3735.9,2011,42.3306338,-71.2464373
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,36,20862.80556,7198.083333,5376.861111,2011,42.3362036,-71.1067408
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,21,9821.333333,7339.095238,6322.52381,2011,42.349512,-71.063308
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,67,15534.1791,5361.059701,4439.447761,2011,42.3016411,-71.1287817
202 - BRONCHITIS & ASTHMA W CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,15,11687.2,6616.266667,5265.4,2011,42.373977,-71.1334327
202 - BRONCHITIS & ASTHMA W CC/MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,16,10206.4375,8316.3125,7426.25,2011,42.2774915,-71.065494
202 - BRONCHITIS & ASTHMA W CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,34,8691.941176,9925.735294,9073.117647,2011,42.334447,-71.0740118
202 - BRONCHITIS & ASTHMA W CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,21,10717.28571,8770,8022.952381,2011,42.3489582,-71.1476809
202 - BRONCHITIS & ASTHMA W CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,32,32138.125,8324,7692.25,2011,42.3631542,-71.0688334
202 - BRONCHITIS & ASTHMA W CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,43,10875.48837,8763.209302,8103.697674,2011,42.3396481,-71.1050255
202 - BRONCHITIS & ASTHMA W CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,21,13651.80952,5783.285714,4994.285714,2011,42.3306338,-71.2464373
202 - BRONCHITIS & ASTHMA W CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,26,27169,8167.884615,6942.115385,2011,42.3362036,-71.1067408
202 - BRONCHITIS & ASTHMA W CC/MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,14,13303.64286,9267.071429,8422.642857,2011,42.349512,-71.063308
203 - BRONCHITIS & ASTHMA W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,13,9389.538462,4817.153846,3692.769231,2011,42.373977,-71.1334327
203 - BRONCHITIS & ASTHMA W/O CC/MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,13,9205.769231,5806.769231,5112.615385,2011,42.3748024,-71.1042804
203 - BRONCHITIS & ASTHMA W/O CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,31,8385.354839,7326.83871,6526.580645,2011,42.334447,-71.0740118
203 - BRONCHITIS & ASTHMA W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,17,25835.41176,6182.941176,5306.294118,2011,42.3631542,-71.0688334
203 - BRONCHITIS & ASTHMA W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,15,10235.8,6417.933333,5369.933333,2011,42.3396481,-71.1050255
203 - BRONCHITIS & ASTHMA W/O CC/MCC,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,16,11150.6875,4717.875,3737.375,2011,42.3016411,-71.1287817
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,27,114432.2593,64026.55556,62329.33333,2011,42.334447,-71.0740118
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,38,147696.1842,47260.26316,46589.92105,2011,42.3631542,-71.0688334
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,31,103348.7097,53030.32258,51940.25806,2011,42.3396481,-71.1050255
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,32,201583.7188,52749.15625,51962.71875,2011,42.3362036,-71.1067408
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,21,191183.8571,61030.7619,60077.2381,2011,42.349512,-71.063308
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,23,27311.95652,16598.86957,15856.65217,2011,42.373977,-71.1334327
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,25,28923.8,20856.28,19640.36,2011,42.3748024,-71.1042804
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,13,29445,21819.76923,21152.30769,2011,42.2774915,-71.065494
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,57,39200.87719,27135.87719,26540.94737,2011,42.334447,-71.0740118
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,27,35835.66667,22922.44444,22226.11111,2011,42.3489582,-71.1476809
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,59,80005,22284.59322,21393.62712,2011,42.3631542,-71.0688334
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,64,47754.40625,23469.60938,22722.89063,2011,42.3396481,-71.1050255
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,20,35643.2,15400.25,14807.55,2011,42.3306338,-71.2464373
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,57,99716.38596,26941.35088,24114.03509,2011,42.3362036,-71.1067408
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,18,74955.94444,25072.55556,24404.05556,2011,42.349512,-71.063308
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,13,58697.15385,17802.92308,17459.53846,2011,42.3016411,-71.1287817
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,14,45988.92857,35408.5,29877.71429,2011,42.334447,-71.0740118
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,14,59697.92857,30669.35714,29830.64286,2011,42.3489582,-71.1476809
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,161,111008.118,31292.35404,28920.85093,2011,42.3631542,-71.0688334
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,65,55479.69231,30350.01538,29485.15385,2011,42.3396481,-71.1050255
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,87,109266.9425,29319.57471,27655.25287,2011,42.3362036,-71.1067408
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,40,72950.825,32525.225,31628.425,2011,42.349512,-71.063308
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,28,35104.10714,28831.67857,28026.53571,2011,42.334447,-71.0740118
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,15,59807.86667,27093.8,26341.26667,2011,42.3489582,-71.1476809
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,83,71161.07229,24532.43373,23800.57831,2011,42.3631542,-71.0688334
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,45,38901.46667,23476.51111,22800.15556,2011,42.3396481,-71.1050255
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,65,76120.52308,24609.03077,23402.75385,2011,42.3362036,-71.1067408
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,19,55687.05263,27282.89474,26569.63158,2011,42.349512,-71.063308
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,25,34026.64,16682.72,15062.36,2011,42.373977,-71.1334327
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,20,18810.1,23386,22651.8,2011,42.334447,-71.0740118
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,11,41850.09091,19698.54545,18572.36364,2011,42.3489582,-71.1476809
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,42,52849.09524,18556.92857,17754.45238,2011,42.3631542,-71.0688334
